date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010009,2010-01-09,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010017,2010-01-17,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010025,2010-01-25,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010033,2010-02-02,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010041,2010-02-10,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010049,2010-02-18,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010057,2010-02-26,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010065,2010-03-06,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,61,36.09
A2010073,2010-03-14,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,66,39.05
A2010081,2010-03-22,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,56,33.14
A2010089,2010-03-30,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,90,53.25
A2010097,2010-04-07,MYD17A2H,PsnNet_500m,0.0001,0.0001,0.0049,0.0000,0.0001,0.0000,0.0000,169,49,28.99
A2010105,2010-04-15,MYD17A2H,PsnNet_500m,0.0007,0.0017,0.0466,0.0010,0.0010,0.0000,0.0004,169,48,28.40
A2010113,2010-04-23,MYD17A2H,PsnNet_500m,0.0018,0.0110,0.7611,0.0092,0.0045,0.0000,0.0021,169,169,100.00
A2010121,2010-05-01,MYD17A2H,PsnNet_500m,0.0019,0.0075,0.7926,0.0056,0.0047,0.0000,0.0016,169,169,100.00
A2010129,2010-05-09,MYD17A2H,PsnNet_500m,0.0010,0.0104,0.7420,0.0094,0.0044,0.0000,0.0021,169,169,100.00
A2010137,2010-05-17,MYD17A2H,PsnNet_500m,0.0113,0.0217,2.7108,0.0104,0.0160,0.0000,0.0019,169,169,100.00
A2010145,2010-05-25,MYD17A2H,PsnNet_500m,0.0298,0.0461,6.3078,0.0163,0.0373,0.0000,0.0036,169,169,100.00
A2010153,2010-06-02,MYD17A2H,PsnNet_500m,0.0284,0.0465,6.2663,0.0181,0.0371,0.0000,0.0038,169,169,100.00
A2010161,2010-06-10,MYD17A2H,PsnNet_500m,0.0371,0.0568,7.6474,0.0197,0.0453,0.0000,0.0045,169,169,100.00
A2010169,2010-06-18,MYD17A2H,PsnNet_500m,0.0228,0.0615,6.9038,0.0387,0.0409,0.0000,0.0060,169,169,100.00
A2010177,2010-06-26,MYD17A2H,PsnNet_500m,0.0092,0.0557,6.4686,0.0465,0.0383,0.0001,0.0114,169,169,100.00
A2010185,2010-07-04,MYD17A2H,PsnNet_500m,0.0043,0.0668,7.0742,0.0625,0.0439,0.0002,0.0149,169,161,95.27
A2010193,2010-07-12,MYD17A2H,PsnNet_500m,0.0043,0.0461,3.3272,0.0418,0.0243,0.0001,0.0110,169,137,81.07
A2010201,2010-07-20,MYD17A2H,PsnNet_500m,0.0035,0.0420,4.8372,0.0385,0.0295,0.0001,0.0078,169,164,97.04
A2010209,2010-07-28,MYD17A2H,PsnNet_500m,0.0280,0.0501,6.5028,0.0221,0.0385,0.0000,0.0048,169,169,100.00
A2010217,2010-08-05,MYD17A2H,PsnNet_500m,0.0060,0.0284,3.3759,0.0224,0.0200,0.0000,0.0047,169,169,100.00
A2010225,2010-08-13,MYD17A2H,PsnNet_500m,0.0237,0.0399,5.0275,0.0162,0.0297,0.0000,0.0030,169,169,100.00
A2010233,2010-08-21,MYD17A2H,PsnNet_500m,0.0024,0.0239,2.2982,0.0215,0.0138,0.0000,0.0056,169,167,98.82
A2010241,2010-08-29,MYD17A2H,PsnNet_500m,0.0085,0.0159,1.9532,0.0074,0.0116,0.0000,0.0016,169,169,100.00
A2010249,2010-09-06,MYD17A2H,PsnNet_500m,0.0021,0.0135,1.5707,0.0114,0.0093,0.0000,0.0020,169,169,100.00
A2010257,2010-09-14,MYD17A2H,PsnNet_500m,0.0033,0.0082,0.9235,0.0049,0.0055,0.0000,0.0010,169,169,100.00
A2010265,2010-09-22,MYD17A2H,PsnNet_500m,0.0001,0.0005,0.0344,0.0004,0.0002,0.0000,0.0001,169,161,95.27
A2010273,2010-09-30,MYD17A2H,PsnNet_500m,0.0003,0.0009,0.0455,0.0006,0.0004,0.0000,0.0002,169,109,64.50
A2010281,2010-10-08,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010289,2010-10-16,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010297,2010-10-24,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010305,2010-11-01,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010313,2010-11-09,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010321,2010-11-17,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010329,2010-11-25,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010337,2010-12-03,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010345,2010-12-11,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010353,2010-12-19,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010361,2010-12-27,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011001,2011-01-01,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011009,2011-01-09,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011017,2011-01-17,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
