date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010009,2010-01-09,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010017,2010-01-17,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010025,2010-01-25,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010033,2010-02-02,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010041,2010-02-10,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010049,2010-02-18,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010057,2010-02-26,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010065,2010-03-06,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010073,2010-03-14,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010081,2010-03-22,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010089,2010-03-30,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010097,2010-04-07,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010105,2010-04-15,MOD17A2H,Gpp_500m,0.0005,0.0005,0.0015,0.0000,0.0005,0.0000,0.0000,169,3,1.78
A2010113,2010-04-23,MOD17A2H,Gpp_500m,0.0000,0.0129,1.1920,0.0129,0.0071,0.0000,0.0015,169,168,99.41
A2010121,2010-05-01,MOD17A2H,Gpp_500m,0.0000,0.0036,0.3183,0.0036,0.0019,0.0000,0.0004,169,168,99.41
A2010129,2010-05-09,MOD17A2H,Gpp_500m,0.0000,0.0077,0.7269,0.0077,0.0043,0.0000,0.0009,169,168,99.41
A2010137,2010-05-17,MOD17A2H,Gpp_500m,0.0000,0.0224,2.2141,0.0224,0.0132,0.0000,0.0030,169,168,99.41
A2010145,2010-05-25,MOD17A2H,Gpp_500m,0.0000,0.0423,4.4958,0.0423,0.0268,0.0000,0.0045,169,168,99.41
A2010153,2010-06-02,MOD17A2H,Gpp_500m,0.0000,0.0413,4.8948,0.0413,0.0291,0.0000,0.0041,169,168,99.41
A2010161,2010-06-10,MOD17A2H,Gpp_500m,0.0000,0.0380,3.9589,0.0380,0.0236,0.0000,0.0042,169,168,99.41
A2010169,2010-06-18,MOD17A2H,Gpp_500m,0.0000,0.0552,6.5308,0.0552,0.0389,0.0000,0.0065,169,168,99.41
A2010177,2010-06-26,MOD17A2H,Gpp_500m,0.0000,0.0604,6.0351,0.0604,0.0359,0.0000,0.0061,169,168,99.41
A2010185,2010-07-04,MOD17A2H,Gpp_500m,0.0000,0.0603,6.6491,0.0603,0.0396,0.0000,0.0060,169,168,99.41
A2010193,2010-07-12,MOD17A2H,Gpp_500m,0.0000,0.0434,4.5070,0.0434,0.0287,0.0001,0.0074,169,157,92.90
A2010201,2010-07-20,MOD17A2H,Gpp_500m,0.0000,0.0448,4.4263,0.0448,0.0263,0.0001,0.0071,169,168,99.41
A2010209,2010-07-28,MOD17A2H,Gpp_500m,0.0000,0.0490,5.2434,0.0490,0.0312,0.0000,0.0050,169,168,99.41
A2010217,2010-08-05,MOD17A2H,Gpp_500m,0.0000,0.0418,4.5877,0.0418,0.0273,0.0000,0.0042,169,168,99.41
A2010225,2010-08-13,MOD17A2H,Gpp_500m,0.0000,0.0515,5.5111,0.0515,0.0328,0.0000,0.0050,169,168,99.41
A2010233,2010-08-21,MOD17A2H,Gpp_500m,0.0000,0.0215,1.9099,0.0215,0.0114,0.0000,0.0026,169,167,98.82
