MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010009,2010-01-09,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010017,2010-01-17,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010025,2010-01-25,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010033,2010-02-02,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010041,2010-02-10,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010049,2010-02-18,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010057,2010-02-26,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010065,2010-03-06,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,161,1,0.62
A2010073,2010-03-14,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010081,2010-03-22,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010089,2010-03-30,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010097,2010-04-07,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010105,2010-04-15,MYD17A2H,PsnNet_500m,,,,,,,,161,0,0.00
A2010113,2010-04-23,MYD17A2H,PsnNet_500m,0.0016,0.0086,0.5547,0.0070,0.0035,0.0000,0.0022,161,159,98.76
A2010121,2010-05-01,MYD17A2H,PsnNet_500m,0.0025,0.0045,0.5852,0.0020,0.0036,0.0000,0.0004,161,161,100.00
A2010129,2010-05-09,MYD17A2H,PsnNet_500m,0.0024,0.0069,0.8054,0.0045,0.0050,0.0000,0.0009,161,161,100.00
A2010137,2010-05-17,MYD17A2H,PsnNet_500m,0.0106,0.0174,1.9938,0.0068,0.0124,0.0000,0.0010,161,161,100.00
A2010145,2010-05-25,MYD17A2H,PsnNet_500m,0.0186,0.0355,3.8045,0.0169,0.0236,0.0000,0.0030,161,161,100.00
A2010153,2010-06-02,MYD17A2H,PsnNet_500m,0.0232,0.0512,4.7939,0.0280,0.0298,0.0000,0.0040,161,161,100.00
A2010161,2010-06-10,MYD17A2H,PsnNet_500m,0.0278,0.0523,5.8831,0.0245,0.0365,0.0000,0.0037,161,161,100.00
