date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010009,2010-01-09,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010017,2010-01-17,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010025,2010-01-25,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010033,2010-02-02,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010041,2010-02-10,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010049,2010-02-18,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010057,2010-02-26,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010065,2010-03-06,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010073,2010-03-14,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010081,2010-03-22,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010089,2010-03-30,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010097,2010-04-07,MYD17A2H,PsnNet_500m,0.0001,0.0001,0.0003,0.0000,0.0001,0.0000,0.0000,169,3,1.78
A2010105,2010-04-15,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010113,2010-04-23,MYD17A2H,PsnNet_500m,0.0014,0.0104,0.7109,0.0090,0.0043,0.0000,0.0019,169,165,97.63
A2010121,2010-05-01,MYD17A2H,PsnNet_500m,0.0013,0.0056,0.5978,0.0043,0.0035,0.0000,0.0009,169,169,100.00
A2010129,2010-05-09,MYD17A2H,PsnNet_500m,0.0051,0.0109,1.1099,0.0058,0.0066,0.0000,0.0012,169,169,100.00
A2010137,2010-05-17,MYD17A2H,PsnNet_500m,0.0093,0.0220,2.4888,0.0127,0.0147,0.0000,0.0027,169,169,100.00
A2010145,2010-05-25,MYD17A2H,PsnNet_500m,0.0218,0.0461,4.8460,0.0243,0.0287,0.0000,0.0053,169,169,100.00
A2010153,2010-06-02,MYD17A2H,PsnNet_500m,0.0237,0.0379,4.7303,0.0142,0.0280,0.0000,0.0040,169,169,100.00
A2010161,2010-06-10,MYD17A2H,PsnNet_500m,0.0202,0.0508,5.3387,0.0306,0.0316,0.0001,0.0077,169,169,100.00
A2010169,2010-06-18,MYD17A2H,PsnNet_500m,0.0190,0.0478,5.1816,0.0288,0.0307,0.0000,0.0061,169,169,100.00
A2010177,2010-06-26,MYD17A2H,PsnNet_500m,0.0069,0.0448,4.5147,0.0379,0.0267,0.0000,0.0069,169,169,100.00
A2010185,2010-07-04,MYD17A2H,PsnNet_500m,0.0050,0.0543,5.8811,0.0493,0.0352,0.0001,0.0098,169,167,98.82
A2010193,2010-07-12,MYD17A2H,PsnNet_500m,0.0028,0.0459,2.5207,0.0431,0.0197,0.0001,0.0120,169,128,75.74
A2010201,2010-07-20,MYD17A2H,PsnNet_500m,0.0047,0.0339,3.3515,0.0292,0.0202,0.0000,0.0057,169,166,98.22
A2010209,2010-07-28,MYD17A2H,PsnNet_500m,0.0196,0.0467,4.4523,0.0271,0.0263,0.0000,0.0059,169,169,100.00
A2010217,2010-08-05,MYD17A2H,PsnNet_500m,0.0052,0.0316,2.7881,0.0264,0.0166,0.0000,0.0055,169,168,99.41
A2010225,2010-08-13,MYD17A2H,PsnNet_500m,0.0192,0.0351,4.0977,0.0159,0.0242,0.0000,0.0042,169,169,100.00
A2010233,2010-08-21,MYD17A2H,PsnNet_500m,0.0014,0.0194,1.5695,0.0180,0.0096,0.0000,0.0043,169,163,96.45
A2010241,2010-08-29,MYD17A2H,PsnNet_500m,0.0088,0.0208,1.9629,0.0120,0.0116,0.0000,0.0021,169,169,100.00
A2010249,2010-09-06,MYD17A2H,PsnNet_500m,0.0049,0.0139,1.4876,0.0090,0.0088,0.0000,0.0013,169,169,100.00
A2010257,2010-09-14,MYD17A2H,PsnNet_500m,0.0029,0.0072,0.7465,0.0043,0.0044,0.0000,0.0009,169,169,100.00
A2010265,2010-09-22,MYD17A2H,PsnNet_500m,0.0000,0.0008,0.0174,0.0008,0.0002,0.0000,0.0002,169,99,58.58
A2010273,2010-09-30,MYD17A2H,PsnNet_500m,0.0002,0.0008,0.0280,0.0006,0.0002,0.0000,0.0001,169,120,71.01
A2010281,2010-10-08,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010289,2010-10-16,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010297,2010-10-24,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010305,2010-11-01,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010313,2010-11-09,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010321,2010-11-17,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010329,2010-11-25,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010337,2010-12-03,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010345,2010-12-11,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010353,2010-12-19,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010361,2010-12-27,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011001,2011-01-01,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011009,2011-01-09,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011017,2011-01-17,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011025,2011-01-25,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011033,2011-02-02,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011041,2011-02-10,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
