MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MOD17A2H,Gpp_500m,,,,,,,,116,0,0.00
A2010009,2010-01-09,MOD17A2H,Gpp_500m,,,,,,,,116,0,0.00
A2010017,2010-01-17,MOD17A2H,Gpp_500m,,,,,,,,116,0,0.00
A2010025,2010-01-25,MOD17A2H,Gpp_500m,,,,,,,,116,0,0.00
A2010033,2010-02-02,MOD17A2H,Gpp_500m,,,,,,,,116,0,0.00
A2010041,2010-02-10,MOD17A2H,Gpp_500m,,,,,,,,116,0,0.00
A2010049,2010-02-18,MOD17A2H,Gpp_500m,,,,,,,,116,0,0.00
A2010057,2010-02-26,MOD17A2H,Gpp_500m,,,,,,,,116,0,0.00
A2010065,2010-03-06,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,26,22.41
A2010073,2010-03-14,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,57,49.14
A2010081,2010-03-22,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,40,34.48
A2010089,2010-03-30,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,32,27.59
A2010097,2010-04-07,MOD17A2H,Gpp_500m,0.0001,0.0001,0.0044,0.0000,0.0001,0.0000,0.0000,116,44,37.93
A2010105,2010-04-15,MOD17A2H,Gpp_500m,0.0007,0.0017,0.0917,0.0010,0.0009,0.0000,0.0002,116,98,84.48
A2010113,2010-04-23,MOD17A2H,Gpp_500m,0.0020,0.0111,0.4830,0.0091,0.0042,0.0000,0.0022,116,116,100.00
A2010121,2010-05-01,MOD17A2H,Gpp_500m,0.0025,0.0076,0.5653,0.0051,0.0049,0.0000,0.0016,116,116,100.00
A2010129,2010-05-09,MOD17A2H,Gpp_500m,0.0042,0.0112,0.8702,0.0070,0.0075,0.0000,0.0018,116,116,100.00
A2010137,2010-05-17,MOD17A2H,Gpp_500m,0.0139,0.0237,2.1415,0.0098,0.0185,0.0000,0.0019,116,116,100.00
A2010145,2010-05-25,MOD17A2H,Gpp_500m,0.0323,0.0515,4.4923,0.0192,0.0387,0.0000,0.0045,116,116,100.00
A2010153,2010-06-02,MOD17A2H,Gpp_500m,0.0328,0.0496,4.6345,0.0168,0.0400,0.0000,0.0041,116,116,100.00
A2010161,2010-06-10,MOD17A2H,Gpp_500m,0.0413,0.0724,5.9921,0.0311,0.0517,0.0000,0.0065,116,116,100.00
A2010169,2010-06-18,MOD17A2H,Gpp_500m,0.0356,0.0629,5.5066,0.0273,0.0475,0.0000,0.0066,116,116,100.00
A2010177,2010-06-26,MOD17A2H,Gpp_500m,0.0188,0.0736,5.8243,0.0548,0.0502,0.0001,0.0101,116,116,100.00
