date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010009,2010-01-09,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010017,2010-01-17,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010025,2010-01-25,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010033,2010-02-02,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010041,2010-02-10,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010049,2010-02-18,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010057,2010-02-26,MOD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010065,2010-03-06,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,45,26.63
A2010073,2010-03-14,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,84,49.70
A2010081,2010-03-22,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,65,38.46
A2010089,2010-03-30,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,48,28.40
A2010097,2010-04-07,MOD17A2H,Gpp_500m,0.0001,0.0001,0.0071,0.0000,0.0001,0.0000,0.0000,169,71,42.01
A2010105,2010-04-15,MOD17A2H,Gpp_500m,0.0007,0.0017,0.1349,0.0010,0.0009,0.0000,0.0002,169,144,85.21
A2010113,2010-04-23,MOD17A2H,Gpp_500m,0.0020,0.0111,0.7335,0.0091,0.0043,0.0000,0.0022,169,169,100.00
A2010121,2010-05-01,MOD17A2H,Gpp_500m,0.0025,0.0076,0.8491,0.0051,0.0050,0.0000,0.0016,169,169,100.00
A2010129,2010-05-09,MOD17A2H,Gpp_500m,0.0042,0.0113,1.2703,0.0071,0.0075,0.0000,0.0019,169,169,100.00
A2010137,2010-05-17,MOD17A2H,Gpp_500m,0.0139,0.0237,3.1407,0.0098,0.0186,0.0000,0.0017,169,169,100.00
A2010145,2010-05-25,MOD17A2H,Gpp_500m,0.0323,0.0558,6.6386,0.0235,0.0393,0.0000,0.0046,169,169,100.00
A2010153,2010-06-02,MOD17A2H,Gpp_500m,0.0328,0.0506,6.8867,0.0178,0.0407,0.0000,0.0042,169,169,100.00
A2010161,2010-06-10,MOD17A2H,Gpp_500m,0.0413,0.0724,8.8618,0.0311,0.0524,0.0000,0.0066,169,169,100.00
A2010169,2010-06-18,MOD17A2H,Gpp_500m,0.0356,0.0632,8.2063,0.0276,0.0486,0.0000,0.0066,169,169,100.00
A2010177,2010-06-26,MOD17A2H,Gpp_500m,0.0106,0.0736,8.5310,0.0630,0.0505,0.0001,0.0106,169,169,100.00
A2010185,2010-07-04,MOD17A2H,Gpp_500m,0.0397,0.0660,8.2382,0.0263,0.0487,0.0000,0.0052,169,169,100.00
A2010193,2010-07-12,MOD17A2H,Gpp_500m,0.0037,0.0499,4.0152,0.0462,0.0248,0.0001,0.0099,169,162,95.86
A2010201,2010-07-20,MOD17A2H,Gpp_500m,0.0191,0.0469,5.4640,0.0278,0.0323,0.0000,0.0057,169,169,100.00
A2010209,2010-07-28,MOD17A2H,Gpp_500m,0.0401,0.0599,8.2461,0.0198,0.0488,0.0000,0.0040,169,169,100.00
A2010217,2010-08-05,MOD17A2H,Gpp_500m,0.0205,0.0450,5.4013,0.0245,0.0320,0.0000,0.0041,169,169,100.00
