MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MOD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010009,2010-01-09,MOD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010017,2010-01-17,MOD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010025,2010-01-25,MOD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010033,2010-02-02,MOD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010041,2010-02-10,MOD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010049,2010-02-18,MOD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010057,2010-02-26,MOD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010065,2010-03-06,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,26,22.41
A2010073,2010-03-14,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,57,49.14
A2010081,2010-03-22,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,40,34.48
A2010089,2010-03-30,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,32,27.59
A2010097,2010-04-07,MOD17A2H,PsnNet_500m,0.0001,0.0001,0.0044,0.0000,0.0001,0.0000,0.0000,116,44,37.93
A2010105,2010-04-15,MOD17A2H,PsnNet_500m,0.0007,0.0017,0.0750,0.0010,0.0008,0.0000,0.0002,116,98,84.48
A2010113,2010-04-23,MOD17A2H,PsnNet_500m,0.0018,0.0104,0.4520,0.0086,0.0039,0.0000,0.0020,116,116,100.00
A2010121,2010-05-01,MOD17A2H,PsnNet_500m,0.0021,0.0068,0.5065,0.0047,0.0044,0.0000,0.0014,116,116,100.00
A2010129,2010-05-09,MOD17A2H,PsnNet_500m,0.0038,0.0101,0.7858,0.0063,0.0068,0.0000,0.0016,116,116,100.00
A2010137,2010-05-17,MOD17A2H,PsnNet_500m,0.0129,0.0217,1.9693,0.0088,0.0170,0.0000,0.0017,116,116,100.00
A2010145,2010-05-25,MOD17A2H,PsnNet_500m,0.0298,0.0465,4.0817,0.0167,0.0352,0.0000,0.0039,116,116,100.00
A2010153,2010-06-02,MOD17A2H,PsnNet_500m,0.0305,0.0451,4.2639,0.0146,0.0368,0.0000,0.0036,116,116,100.00
A2010161,2010-06-10,MOD17A2H,PsnNet_500m,0.0380,0.0639,5.4608,0.0259,0.0471,0.0000,0.0055,116,116,100.00
A2010169,2010-06-18,MOD17A2H,PsnNet_500m,0.0329,0.0563,5.0362,0.0234,0.0434,0.0000,0.0057,116,116,100.00
A2010177,2010-06-26,MOD17A2H,PsnNet_500m,0.0173,0.0598,5.1708,0.0425,0.0446,0.0001,0.0083,116,116,100.00
A2010185,2010-07-04,MOD17A2H,PsnNet_500m,0.0358,0.0580,5.0147,0.0222,0.0432,0.0000,0.0044,116,116,100.00
A2010193,2010-07-12,MOD17A2H,PsnNet_500m,0.0035,0.0440,2.4888,0.0405,0.0224,0.0001,0.0086,116,111,95.69
A2010201,2010-07-20,MOD17A2H,PsnNet_500m,0.0171,0.0373,3.2562,0.0202,0.0281,0.0000,0.0046,116,116,100.00
