MYD17A2H.A2010001.h13v02.006.2015198133208.Psn_QC_500m,MYD17A2H,A2010001,Lat67.99903333Lon-133.4665667Samp13Line13,2015198133208,Psn_QC_500m,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MYD17A2H.A2010009.h13v02.006.2015198141942.Psn_QC_500m,MYD17A2H,A2010009,Lat67.99903333Lon-133.4665667Samp13Line13,2015198141942,Psn_QC_500m,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MYD17A2H.A2010017.h13v02.006.2015198224849.Psn_QC_500m,MYD17A2H,A2010017,Lat67.99903333Lon-133.4665667Samp13Line13,2015198224849,Psn_QC_500m,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MYD17A2H.A2010025.h13v02.006.2015199005409.Psn_QC_500m,MYD17A2H,A2010025,Lat67.99903333Lon-133.4665667Samp13Line13,2015199005409,Psn_QC_500m,75,83,83,83,75,75,75,67,67,67,67,67,67,83,83,83,75,67,67,67,67,67,67,67,67,67,75,75,75,75,67,67,67,67,67,67,67,67,67,75,75,67,67,67,75,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,67,67,67,255,67,67,67,67,67,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,67,67,67,67,67,75,75,75,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
MYD17A2H.A2010033.h13v02.006.2015199152621.Psn_QC_500m,MYD17A2H,A2010033,Lat67.99903333Lon-133.4665667Samp13Line13,2015199152621,Psn_QC_500m,75,75,75,75,67,67,67,67,67,67,67,67,67,75,75,75,75,75,75,67,67,67,75,75,75,67,75,75,75,75,75,67,67,75,75,67,67,67,75,75,67,75,75,75,75,75,75,75,67,67,75,75,67,75,75,75,75,75,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,67,75,67,67,67,75,67,67,67,67,67,67,67,67,255,67,75,67,75,67,67,75,67,67,67,67,67,67,67,67,75,75,75,67,67,67,75,75,75,67,67,75,75,75,75,75,75,83,75,75,67,67,67,75,75,75,75,75,75,75,67,67,67,67,75,75,75,75,83,83,83,67,67,75,75,75,75,75,75,75,75,83,75,75,75,75,75,75,75,75,83,83,75,67
MYD17A2H.A2010041.h13v02.006.2015199161136.Psn_QC_500m,MYD17A2H,A2010041,Lat67.99903333Lon-133.4665667Samp13Line13,2015199161136,Psn_QC_500m,75,75,75,67,67,67,67,67,67,67,67,75,75,75,75,67,67,67,67,67,67,67,75,75,75,75,67,67,67,67,67,67,67,67,75,75,75,75,67,67,67,67,67,67,75,75,75,75,67,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,75,67,75,75,67,67,67,67,75,75,75,67,67,75,67,67,67,67,75,67,75,75,255,75,67,67,67,67,67,75,75,67,75,67,75,67,75,67,67,67,67,75,67,67,75,75,75,75,75,75,67,67,75,67,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
MYD17A2H.A2010049.h13v02.006.2015199164430.Psn_QC_500m,MYD17A2H,A2010049,Lat67.99903333Lon-133.4665667Samp13Line13,2015199164430,Psn_QC_500m,67,75,67,75,67,75,67,67,67,67,67,75,75,75,67,67,67,67,75,67,67,67,67,75,67,75,67,67,67,67,67,67,67,67,67,75,67,75,75,75,67,67,67,75,75,75,75,75,75,75,75,75,67,67,75,75,75,67,67,67,75,75,67,75,67,75,67,67,67,67,67,67,75,67,75,75,75,67,67,67,67,67,67,75,75,67,67,75,67,255,75,67,67,67,67,67,75,67,67,67,75,67,67,67,67,67,67,67,67,67,75,67,75,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,75,75,75,67,67,75,75,75,75,67,67,75,75,67,75,75,75,67,75,75,75,75,67,67,67,67,75,75,75,75,75,75,75,75,75
MYD17A2H.A2010057.h13v02.006.2015199170835.Psn_QC_500m,MYD17A2H,A2010057,Lat67.99903333Lon-133.4665667Samp13Line13,2015199170835,Psn_QC_500m,75,67,67,67,67,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,75,75,75,67,67,67,67,75,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,67,75,75,67,67,67,67,67,67,67,67,67,67,75,75,75,67,67,67,67,67,67,67,67,67,75,75,255,75,67,67,67,67,67,67,67,67,67,75,75,75,75,67,67,67,67,67,67,67,67,75,75,75,75,75,67,67,67,67,67,67,67,75,75,75,67,67,67,67,67,67,75,75,75,75,75,75,75,67,67,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
MYD17A2H.A2010065.h13v02.006.2015199172853.Psn_QC_500m,MYD17A2H,A2010065,Lat67.99903333Lon-133.4665667Samp13Line13,2015199172853,Psn_QC_500m,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,75,75,75,75,67,67,67,67,75,75,75,75,67,75,75,67,75,67,67,67,67,67,75,67,75,67,67,67,75,67,67,67,67,75,67,67,67,67,75,67,67,67,67,67,67,67,67,75,75,67,67,75,67,67,75,67,255,67,67,67,67,67,75,67,75,75,67,67,75,75,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,67,67,67,67,75,67,75,75,75,67,67,67,67,67,75,75,75,75,75,67,75,67,75,67,75,75,75,75,75,67,67,67,67,67,67,67,67,75,75,75,67,67,67,67,67,67,67,67,67,75
MYD17A2H.A2010073.h13v02.006.2015209031635.Psn_QC_500m,MYD17A2H,A2010073,Lat67.99903333Lon-133.4665667Samp13Line13,2015209031635,Psn_QC_500m,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,75,75,67,67,67,67,67,67,75,67,75,75,75,75,67,75,67,67,67,67,67,75,75,75,67,67,67,67,67,67,67,67,67,75,75,75,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,255,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
