MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010009,2010-01-09,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010017,2010-01-17,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010025,2010-01-25,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010033,2010-02-02,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010041,2010-02-10,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010049,2010-02-18,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010057,2010-02-26,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010065,2010-03-06,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010073,2010-03-14,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010081,2010-03-22,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010089,2010-03-30,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,131,3,2.29
A2010097,2010-04-07,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010105,2010-04-15,MOD17A2H,Gpp_500m,0.0005,0.0014,0.0147,0.0009,0.0007,0.0000,0.0003,131,21,16.03
A2010113,2010-04-23,MOD17A2H,Gpp_500m,0.0000,0.0141,0.9387,0.0141,0.0073,0.0000,0.0027,131,128,97.71
A2010121,2010-05-01,MOD17A2H,Gpp_500m,0.0000,0.0036,0.2510,0.0036,0.0019,0.0000,0.0006,131,130,99.24
A2010129,2010-05-09,MOD17A2H,Gpp_500m,0.0000,0.0079,0.6061,0.0079,0.0047,0.0000,0.0013,131,130,99.24
A2010137,2010-05-17,MOD17A2H,Gpp_500m,0.0000,0.0244,1.6446,0.0244,0.0127,0.0000,0.0042,131,130,99.24
A2010145,2010-05-25,MOD17A2H,Gpp_500m,0.0000,0.0553,3.8118,0.0553,0.0293,0.0001,0.0079,131,130,99.24
A2010153,2010-06-02,MOD17A2H,Gpp_500m,0.0000,0.0532,4.0520,0.0532,0.0312,0.0001,0.0072,131,130,99.24
A2010161,2010-06-10,MOD17A2H,Gpp_500m,0.0000,0.0436,3.3620,0.0436,0.0261,0.0000,0.0068,131,129,98.47
A2010169,2010-06-18,MOD17A2H,Gpp_500m,0.0000,0.0699,5.5435,0.0699,0.0426,0.0001,0.0099,131,130,99.24
A2010177,2010-06-26,MOD17A2H,Gpp_500m,0.0000,0.0683,5.2712,0.0683,0.0405,0.0001,0.0105,131,130,99.24
A2010185,2010-07-04,MOD17A2H,Gpp_500m,0.0000,0.0737,5.8780,0.0737,0.0452,0.0001,0.0112,131,130,99.24
A2010193,2010-07-12,MOD17A2H,Gpp_500m,0.0000,0.0506,4.0611,0.0506,0.0317,0.0001,0.0093,131,128,97.71
A2010201,2010-07-20,MOD17A2H,Gpp_500m,0.0000,0.0499,3.7348,0.0499,0.0287,0.0001,0.0078,131,130,99.24
A2010209,2010-07-28,MOD17A2H,Gpp_500m,0.0000,0.0602,4.6379,0.0602,0.0357,0.0001,0.0097,131,130,99.24
A2010217,2010-08-05,MOD17A2H,Gpp_500m,0.0000,0.0513,3.9788,0.0513,0.0306,0.0001,0.0071,131,130,99.24
A2010225,2010-08-13,MOD17A2H,Gpp_500m,0.0000,0.0523,4.5604,0.0523,0.0351,0.0001,0.0073,131,130,99.24
A2010233,2010-08-21,MOD17A2H,Gpp_500m,0.0000,0.0215,1.5064,0.0215,0.0116,0.0000,0.0036,131,130,99.24
A2010241,2010-08-29,MOD17A2H,Gpp_500m,0.0000,0.0207,1.8849,0.0207,0.0145,0.0000,0.0032,131,130,99.24
A2010249,2010-09-06,MOD17A2H,Gpp_500m,0.0000,0.0148,1.2795,0.0148,0.0098,0.0000,0.0023,131,130,99.24
A2010257,2010-09-14,MOD17A2H,Gpp_500m,0.0000,0.0073,0.5140,0.0073,0.0040,0.0000,0.0011,131,130,99.24
A2010265,2010-09-22,MOD17A2H,Gpp_500m,0.0000,0.0030,0.1071,0.0030,0.0009,0.0000,0.0006,131,115,87.79
A2010273,2010-09-30,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010281,2010-10-08,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010289,2010-10-16,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010297,2010-10-24,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
A2010305,2010-11-01,MOD17A2H,Gpp_500m,,,,,,,,131,0,0.00
