MOD17A2H.A2010001.h13v02.006.2015198131417.Psn_QC_500m,MOD17A2H,A2010001,Lat68.00386667Lon-133.4736833Samp13Line13,2015198131417,Psn_QC_500m,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MOD17A2H.A2010009.h13v02.006.2015198211706.Psn_QC_500m,MOD17A2H,A2010009,Lat68.00386667Lon-133.4736833Samp13Line13,2015198211706,Psn_QC_500m,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MOD17A2H.A2010017.h13v02.006.2015198234612.Psn_QC_500m,MOD17A2H,A2010017,Lat68.00386667Lon-133.4736833Samp13Line13,2015198234612,Psn_QC_500m,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MOD17A2H.A2010025.h13v02.006.2015199014420.Psn_QC_500m,MOD17A2H,A2010025,Lat68.00386667Lon-133.4736833Samp13Line13,2015199014420,Psn_QC_500m,81,81,65,65,65,65,81,81,65,73,73,73,73,73,65,65,65,65,65,73,73,73,73,73,73,73,65,65,65,65,65,65,73,73,73,73,73,73,73,65,65,65,65,65,73,73,73,73,73,73,73,73,65,65,65,73,73,73,65,73,73,73,73,73,73,65,65,65,73,73,65,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,255,73,73,73,65,65,65,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,81,73,73,73,65,73,73,81,73,73,73,81,81,73,73,73,73,73,73,81,73,73,73,73,73,73,73,65,73,73,73,65,65,73,73,73,73,73,65,65,73,73,73
MOD17A2H.A2010033.h13v02.006.2015199163459.Psn_QC_500m,MOD17A2H,A2010033,Lat68.00386667Lon-133.4736833Samp13Line13,2015199163459,Psn_QC_500m,73,73,73,73,73,73,65,65,65,73,65,73,73,73,73,73,73,73,73,65,65,65,65,65,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,65,73,73,73,73,65,73,73,73,73,73,73,73,73,73,73,65,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,65,73,73,73,65,65,73,73,73,73,73,73,73,73,73,73,65,73,73,73,73,255,73,73,73,73,73,65,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
MOD17A2H.A2010041.h13v02.006.2015199170313.Psn_QC_500m,MOD17A2H,A2010041,Lat68.00386667Lon-133.4736833Samp13Line13,2015199170313,Psn_QC_500m,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,65,73,65,65,65,65,65,65,65,65,65,65,73,65,65,65,65,65,65,65,65,65,65,65,65,73,73,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,73,73,65,65,65,65,65,65,65,73,73,73,255,73,73,65,65,65,65,65,65,65,73,73,73,73,73,73,65,65,65,65,65,65,73,73,73,65,65,73,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,73,73,65,65,65,65,65,65,65,65,65,73,73,73,73
MOD17A2H.A2010049.h13v02.006.2015199172415.Psn_QC_500m,MOD17A2H,A2010049,Lat68.00386667Lon-133.4736833Samp13Line13,2015199172415,Psn_QC_500m,73,73,73,73,73,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,65,65,65,65,65,65,65,65,65,65,65,65,73,65,65,65,65,65,65,65,65,65,65,255,73,65,65,65,65,65,65,65,65,65,73,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,65,65,65,65,65,65,65,65,65,65,73,73,73,73,65,65,65,73,73,65,73,73,73,73,73,65,65,65,73,73,73,73
MOD17A2H.A2010057.h13v02.006.2015200070222.Psn_QC_500m,MOD17A2H,A2010057,Lat68.00386667Lon-133.4736833Samp13Line13,2015200070222,Psn_QC_500m,73,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,65,65,65,65,65,65,65,65,65,65,65,65,65,73,65,73,65,65,65,65,65,65,65,73,65,73,73,65,65,65,65,65,65,73,73,73,73,65,65,65,65,65,65,65,65,73,73,73,73,73,65,65,65,65,65,65,65,73,73,73,255,73,73,65,65,65,65,65,73,73,73,73,65,73,73,73,65,65,65,73,73,65,65,65,65,73,73,73,73,65,65,65,65,65,65,73,73,73,73,73,73,73,65,65,65,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
MOD17A2H.A2010065.h13v02.006.2015206010128.Psn_QC_500m,MOD17A2H,A2010065,Lat68.00386667Lon-133.4736833Samp13Line13,2015206010128,Psn_QC_500m,73,73,73,73,73,65,65,65,65,65,65,65,73,73,73,73,65,65,65,65,65,65,65,65,73,73,73,65,73,73,65,73,65,65,65,65,65,65,65,73,73,73,65,65,65,65,65,65,65,65,65,65,65,73,73,73,65,65,65,65,65,65,65,65,65,65,73,65,65,73,73,65,65,65,65,73,65,65,65,65,65,65,65,65,73,65,73,65,73,73,73,65,65,65,65,65,65,65,73,73,65,255,73,73,73,73,73,73,65,73,73,73,73,65,65,73,73,65,65,73,73,73,73,73,65,65,73,73,65,73,65,73,65,73,73,73,73,73,73,73,73,73,65,65,73,73,73,73,73,73,65,73,73,65,73,73,73,73,73,73,73,73,65,73,73,73,73,73,73
MOD17A2H.A2010073.h13v02.006.2015206141044.Psn_QC_500m,MOD17A2H,A2010073,Lat68.00386667Lon-133.4736833Samp13Line13,2015206141044,Psn_QC_500m,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,65,65,65,65,65,65,65,65,65,65,65,65,255,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,73,65,65,65,65,65,65
