MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010009,2010-01-09,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010017,2010-01-17,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010025,2010-01-25,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010033,2010-02-02,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010041,2010-02-10,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010049,2010-02-18,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010057,2010-02-26,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010065,2010-03-06,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120,24,20.00
A2010073,2010-03-14,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120,52,43.33
A2010081,2010-03-22,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120,39,32.50
A2010089,2010-03-30,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120,33,27.50
A2010097,2010-04-07,MOD17A2H,PsnNet_500m,0.0001,0.0001,0.0047,0.0000,0.0001,0.0000,0.0000,120,47,39.17
A2010105,2010-04-15,MOD17A2H,PsnNet_500m,0.0007,0.0017,0.0779,0.0010,0.0008,0.0000,0.0003,120,100,83.33
A2010113,2010-04-23,MOD17A2H,PsnNet_500m,0.0018,0.0104,0.4900,0.0086,0.0041,0.0000,0.0022,120,120,100.00
A2010121,2010-05-01,MOD17A2H,PsnNet_500m,0.0024,0.0068,0.5440,0.0044,0.0045,0.0000,0.0014,120,120,100.00
A2010129,2010-05-09,MOD17A2H,PsnNet_500m,0.0038,0.0102,0.8297,0.0064,0.0069,0.0000,0.0017,120,120,100.00
A2010137,2010-05-17,MOD17A2H,PsnNet_500m,0.0129,0.0217,2.0523,0.0088,0.0171,0.0000,0.0017,120,120,100.00
A2010145,2010-05-25,MOD17A2H,PsnNet_500m,0.0298,0.0465,4.2679,0.0167,0.0356,0.0000,0.0040,120,120,100.00
A2010153,2010-06-02,MOD17A2H,PsnNet_500m,0.0305,0.0459,4.4554,0.0154,0.0371,0.0000,0.0036,120,120,100.00
A2010161,2010-06-10,MOD17A2H,PsnNet_500m,0.0380,0.0639,5.6638,0.0259,0.0472,0.0000,0.0058,120,120,100.00
A2010169,2010-06-18,MOD17A2H,PsnNet_500m,0.0329,0.0563,5.2482,0.0234,0.0437,0.0000,0.0058,120,120,100.00
A2010177,2010-06-26,MOD17A2H,PsnNet_500m,0.0173,0.0591,5.3819,0.0418,0.0448,0.0001,0.0080,120,120,100.00
A2010185,2010-07-04,MOD17A2H,PsnNet_500m,0.0358,0.0580,5.2436,0.0222,0.0437,0.0000,0.0049,120,120,100.00
A2010193,2010-07-12,MOD17A2H,PsnNet_500m,0.0035,0.0440,2.5310,0.0405,0.0222,0.0001,0.0085,120,114,95.00
A2010201,2010-07-20,MOD17A2H,PsnNet_500m,0.0171,0.0373,3.3851,0.0202,0.0282,0.0000,0.0047,120,120,100.00
A2010209,2010-07-28,MOD17A2H,PsnNet_500m,0.0353,0.0492,5.0820,0.0139,0.0423,0.0000,0.0030,120,120,100.00
A2010217,2010-08-05,MOD17A2H,PsnNet_500m,0.0176,0.0344,3.2933,0.0168,0.0274,0.0000,0.0036,120,120,100.00
A2010225,2010-08-13,MOD17A2H,PsnNet_500m,0.0237,0.0349,3.4513,0.0112,0.0288,0.0000,0.0028,120,120,100.00
A2010233,2010-08-21,MOD17A2H,PsnNet_500m,0.0021,0.0237,1.4256,0.0216,0.0122,0.0000,0.0061,120,117,97.50
A2010241,2010-08-29,MOD17A2H,PsnNet_500m,0.0060,0.0184,1.3311,0.0124,0.0111,0.0000,0.0038,120,120,100.00
A2010249,2010-09-06,MOD17A2H,PsnNet_500m,0.0076,0.0145,1.3759,0.0069,0.0115,0.0000,0.0015,120,120,100.00
A2010257,2010-09-14,MOD17A2H,PsnNet_500m,0.0043,0.0088,0.7260,0.0045,0.0061,0.0000,0.0009,120,120,100.00
A2010265,2010-09-22,MOD17A2H,PsnNet_500m,0.0001,0.0011,0.0230,0.0010,0.0002,0.0000,0.0001,120,107,89.17
A2010273,2010-09-30,MOD17A2H,PsnNet_500m,0.0003,0.0011,0.0563,0.0008,0.0007,0.0000,0.0003,120,81,67.50
A2010281,2010-10-08,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010289,2010-10-16,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010297,2010-10-24,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010305,2010-11-01,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010313,2010-11-09,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010321,2010-11-17,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010329,2010-11-25,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010337,2010-12-03,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010345,2010-12-11,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010353,2010-12-19,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2010361,2010-12-27,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2011001,2011-01-01,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2011009,2011-01-09,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2011017,2011-01-17,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2011025,2011-01-25,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2011033,2011-02-02,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2011041,2011-02-10,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2011049,2011-02-18,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2011057,2011-02-26,MOD17A2H,PsnNet_500m,,,,,,,,120,0,0.00
A2011065,2011-03-06,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120,81,67.50
A2011073,2011-03-14,MOD17A2H,PsnNet_500m,-0.0001,0.0000,-0.0001,0.0001,-0.0000,0.0000,0.0000,120,73,60.83
A2011081,2011-03-22,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120,48,40.00
A2011089,2011-03-30,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120,62,51.67
A2011097,2011-04-07,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120,59,49.17
A2011105,2011-04-15,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120,64,53.33
A2011113,2011-04-23,MOD17A2H,PsnNet_500m,0.0001,0.0003,0.0054,0.0002,0.0001,0.0000,0.0001,120,37,30.83
A2011121,2011-05-01,MOD17A2H,PsnNet_500m,0.0003,0.0016,0.0333,0.0013,0.0004,0.0000,0.0003,120,77,64.17
A2011129,2011-05-09,MOD17A2H,PsnNet_500m,0.0005,0.0025,0.0764,0.0020,0.0008,0.0000,0.0006,120,98,81.67
A2011137,2011-05-17,MOD17A2H,PsnNet_500m,0.0211,0.0355,3.2873,0.0144,0.0274,0.0000,0.0026,120,120,100.00
A2011145,2011-05-25,MOD17A2H,PsnNet_500m,0.0360,0.0542,5.1635,0.0182,0.0430,0.0000,0.0037,120,120,100.00
A2011153,2011-06-02,MOD17A2H,PsnNet_500m,0.0220,0.0320,3.2582,0.0100,0.0272,0.0000,0.0021,120,120,100.00
A2011161,2011-06-10,MOD17A2H,PsnNet_500m,0.0113,0.0369,2.9730,0.0256,0.0248,0.0000,0.0049,120,120,100.00
A2011169,2011-06-18,MOD17A2H,PsnNet_500m,0.0217,0.0552,4.9377,0.0335,0.0411,0.0001,0.0081,120,120,100.00
A2011177,2011-06-26,MOD17A2H,PsnNet_500m,0.0375,0.0552,5.3706,0.0177,0.0448,0.0000,0.0035,120,120,100.00
A2011185,2011-07-04,MOD17A2H,PsnNet_500m,0.0042,0.0594,4.6133,0.0552,0.0405,0.0002,0.0123,120,114,95.00
