date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010009,2010-01-09,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010017,2010-01-17,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010025,2010-01-25,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010033,2010-02-02,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010041,2010-02-10,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010049,2010-02-18,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010057,2010-02-26,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010065,2010-03-06,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010073,2010-03-14,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010081,2010-03-22,MYD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,13,7.69
A2010089,2010-03-30,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010097,2010-04-07,MYD17A2H,Gpp_500m,,,,,,,,169,0,0.00
A2010105,2010-04-15,MYD17A2H,Gpp_500m,0.0005,0.0017,0.0344,0.0012,0.0009,0.0000,0.0004,169,40,23.67
A2010113,2010-04-23,MYD17A2H,Gpp_500m,0.0000,0.0149,1.2982,0.0149,0.0077,0.0000,0.0031,169,168,99.41
A2010121,2010-05-01,MYD17A2H,Gpp_500m,0.0000,0.0041,0.3819,0.0041,0.0023,0.0000,0.0007,169,168,99.41
A2010129,2010-05-09,MYD17A2H,Gpp_500m,0.0000,0.0108,0.9608,0.0108,0.0057,0.0000,0.0020,169,168,99.41
A2010137,2010-05-17,MYD17A2H,Gpp_500m,0.0000,0.0265,2.6251,0.0265,0.0156,0.0000,0.0045,169,168,99.41
A2010145,2010-05-25,MYD17A2H,Gpp_500m,0.0000,0.0493,5.3310,0.0493,0.0317,0.0001,0.0085,169,168,99.41
A2010153,2010-06-02,MYD17A2H,Gpp_500m,0.0000,0.0525,5.7977,0.0525,0.0345,0.0001,0.0077,169,168,99.41
A2010161,2010-06-10,MYD17A2H,Gpp_500m,0.0000,0.0436,4.6740,0.0436,0.0278,0.0001,0.0073,169,168,99.41
A2010169,2010-06-18,MYD17A2H,Gpp_500m,0.0000,0.0733,7.7847,0.0733,0.0463,0.0001,0.0107,169,168,99.41
