date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010009,2010-01-09,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010017,2010-01-17,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010025,2010-01-25,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010033,2010-02-02,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010041,2010-02-10,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010049,2010-02-18,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010057,2010-02-26,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010065,2010-03-06,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010073,2010-03-14,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010081,2010-03-22,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,13,7.69
A2010089,2010-03-30,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010097,2010-04-07,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010105,2010-04-15,MYD17A2H,PsnNet_500m,0.0005,0.0015,0.0310,0.0010,0.0008,0.0000,0.0003,169,40,23.67
A2010113,2010-04-23,MYD17A2H,PsnNet_500m,0.0000,0.0139,1.1905,0.0139,0.0071,0.0000,0.0029,169,168,99.41
A2010121,2010-05-01,MYD17A2H,PsnNet_500m,0.0000,0.0032,0.2923,0.0032,0.0017,0.0000,0.0007,169,168,99.41
A2010129,2010-05-09,MYD17A2H,PsnNet_500m,0.0000,0.0093,0.7942,0.0093,0.0047,0.0000,0.0018,169,168,99.41
A2010137,2010-05-17,MYD17A2H,PsnNet_500m,0.0000,0.0244,2.3558,0.0244,0.0140,0.0000,0.0043,169,168,99.41
A2010145,2010-05-25,MYD17A2H,PsnNet_500m,0.0000,0.0445,4.6620,0.0445,0.0277,0.0001,0.0081,169,168,99.41
A2010153,2010-06-02,MYD17A2H,PsnNet_500m,0.0000,0.0479,5.1433,0.0479,0.0306,0.0001,0.0074,169,168,99.41
A2010161,2010-06-10,MYD17A2H,PsnNet_500m,0.0000,0.0376,3.8578,0.0376,0.0230,0.0000,0.0068,169,168,99.41
A2010169,2010-06-18,MYD17A2H,PsnNet_500m,0.0000,0.0657,6.9180,0.0657,0.0412,0.0001,0.0102,169,168,99.41
A2010177,2010-06-26,MYD17A2H,PsnNet_500m,0.0000,0.0608,5.8355,0.0608,0.0347,0.0001,0.0102,169,168,99.41
A2010185,2010-07-04,MYD17A2H,PsnNet_500m,0.0000,0.0617,6.2284,0.0617,0.0371,0.0001,0.0109,169,168,99.41
A2010193,2010-07-12,MYD17A2H,PsnNet_500m,0.0000,0.0414,2.6079,0.0414,0.0223,0.0001,0.0093,169,117,69.23
A2010201,2010-07-20,MYD17A2H,PsnNet_500m,0.0000,0.0434,3.5545,0.0434,0.0212,0.0001,0.0090,169,168,99.41
A2010209,2010-07-28,MYD17A2H,PsnNet_500m,0.0000,0.0475,4.7434,0.0475,0.0282,0.0001,0.0096,169,168,99.41
A2010217,2010-08-05,MYD17A2H,PsnNet_500m,0.0000,0.0405,4.0777,0.0405,0.0243,0.0001,0.0083,169,168,99.41
A2010225,2010-08-13,MYD17A2H,PsnNet_500m,0.0000,0.0504,5.4235,0.0504,0.0323,0.0001,0.0078,169,168,99.41
A2010233,2010-08-21,MYD17A2H,PsnNet_500m,0.0000,0.0191,1.8503,0.0191,0.0110,0.0000,0.0032,169,168,99.41
A2010241,2010-08-29,MYD17A2H,PsnNet_500m,0.0000,0.0223,2.3091,0.0223,0.0137,0.0000,0.0039,169,168,99.41
A2010249,2010-09-06,MYD17A2H,PsnNet_500m,0.0000,0.0136,1.4240,0.0136,0.0085,0.0000,0.0023,169,168,99.41
A2010257,2010-09-14,MYD17A2H,PsnNet_500m,0.0000,0.0071,0.5837,0.0071,0.0035,0.0000,0.0012,169,168,99.41
A2010265,2010-09-22,MYD17A2H,PsnNet_500m,0.0000,0.0023,0.0647,0.0023,0.0005,0.0000,0.0003,169,130,76.92
A2010273,2010-09-30,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010281,2010-10-08,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010289,2010-10-16,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010297,2010-10-24,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010305,2010-11-01,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010313,2010-11-09,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010321,2010-11-17,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010329,2010-11-25,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010337,2010-12-03,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010345,2010-12-11,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010353,2010-12-19,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010361,2010-12-27,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011001,2011-01-01,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011009,2011-01-09,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011017,2011-01-17,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011025,2011-01-25,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011033,2011-02-02,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2011041,2011-02-10,MYD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
