date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MOD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010009,2010-01-09,MOD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010017,2010-01-17,MOD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010025,2010-01-25,MOD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010033,2010-02-02,MOD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010041,2010-02-10,MOD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010049,2010-02-18,MOD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010057,2010-02-26,MOD17A2H,PsnNet_500m,,,,,,,,169,0,0.00
A2010065,2010-03-06,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,21,12.43
A2010073,2010-03-14,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,66,39.05
A2010081,2010-03-22,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,62,36.69
A2010089,2010-03-30,MOD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169,48,28.40
A2010097,2010-04-07,MOD17A2H,PsnNet_500m,0.0001,0.0001,0.0047,0.0000,0.0001,0.0000,0.0000,169,47,27.81
A2010105,2010-04-15,MOD17A2H,PsnNet_500m,0.0007,0.0007,0.0924,0.0000,0.0007,0.0000,0.0000,169,132,78.11
A2010113,2010-04-23,MOD17A2H,PsnNet_500m,0.0025,0.0103,0.7909,0.0078,0.0047,0.0000,0.0016,169,169,100.00
A2010121,2010-05-01,MOD17A2H,PsnNet_500m,0.0035,0.0074,0.9127,0.0039,0.0054,0.0000,0.0010,169,169,100.00
A2010129,2010-05-09,MOD17A2H,PsnNet_500m,0.0046,0.0127,1.4030,0.0081,0.0083,0.0000,0.0013,169,169,100.00
A2010137,2010-05-17,MOD17A2H,PsnNet_500m,0.0123,0.0280,2.9423,0.0157,0.0174,0.0000,0.0019,169,169,100.00
A2010145,2010-05-25,MOD17A2H,PsnNet_500m,0.0260,0.0546,6.4969,0.0286,0.0384,0.0000,0.0054,169,169,100.00
A2010153,2010-06-02,MOD17A2H,PsnNet_500m,0.0252,0.0434,6.0664,0.0182,0.0359,0.0000,0.0030,169,169,100.00
A2010161,2010-06-10,MOD17A2H,PsnNet_500m,0.0346,0.0582,7.8384,0.0236,0.0464,0.0000,0.0050,169,169,100.00
A2010169,2010-06-18,MOD17A2H,PsnNet_500m,0.0304,0.0535,7.1540,0.0231,0.0423,0.0000,0.0044,169,169,100.00
A2010177,2010-06-26,MOD17A2H,PsnNet_500m,0.0088,0.0555,6.3545,0.0467,0.0378,0.0001,0.0111,169,168,99.41
A2010185,2010-07-04,MOD17A2H,PsnNet_500m,0.0322,0.0548,7.1945,0.0226,0.0426,0.0000,0.0043,169,169,100.00
A2010193,2010-07-12,MOD17A2H,PsnNet_500m,0.0035,0.0441,3.0983,0.0406,0.0203,0.0000,0.0060,169,153,90.53
