MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MYD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010009,2010-01-09,MYD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010017,2010-01-17,MYD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010025,2010-01-25,MYD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010033,2010-02-02,MYD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010041,2010-02-10,MYD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010049,2010-02-18,MYD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010057,2010-02-26,MYD17A2H,PsnNet_500m,,,,,,,,116,0,0.00
A2010065,2010-03-06,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,42,36.21
A2010073,2010-03-14,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,46,39.66
A2010081,2010-03-22,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,38,32.76
A2010089,2010-03-30,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116,61,52.59
A2010097,2010-04-07,MYD17A2H,PsnNet_500m,0.0001,0.0001,0.0031,0.0000,0.0001,0.0000,0.0000,116,31,26.72
A2010105,2010-04-15,MYD17A2H,PsnNet_500m,0.0007,0.0017,0.0276,0.0010,0.0010,0.0000,0.0004,116,28,24.14
A2010113,2010-04-23,MYD17A2H,PsnNet_500m,0.0018,0.0110,0.4843,0.0092,0.0042,0.0000,0.0019,116,116,100.00
A2010121,2010-05-01,MYD17A2H,PsnNet_500m,0.0019,0.0075,0.5252,0.0056,0.0045,0.0000,0.0016,116,116,100.00
A2010129,2010-05-09,MYD17A2H,PsnNet_500m,0.0010,0.0104,0.4852,0.0094,0.0042,0.0000,0.0020,116,116,100.00
A2010137,2010-05-17,MYD17A2H,PsnNet_500m,0.0113,0.0217,1.8352,0.0104,0.0158,0.0000,0.0019,116,116,100.00
A2010145,2010-05-25,MYD17A2H,PsnNet_500m,0.0258,0.0449,4.2284,0.0191,0.0365,0.0000,0.0038,116,116,100.00
A2010153,2010-06-02,MYD17A2H,PsnNet_500m,0.0284,0.0465,4.1989,0.0181,0.0362,0.0000,0.0040,116,116,100.00
A2010161,2010-06-10,MYD17A2H,PsnNet_500m,0.0371,0.0568,5.1348,0.0197,0.0443,0.0000,0.0043,116,116,100.00
A2010169,2010-06-18,MYD17A2H,PsnNet_500m,0.0197,0.0615,4.5311,0.0418,0.0394,0.0000,0.0059,116,115,99.14
A2010177,2010-06-26,MYD17A2H,PsnNet_500m,0.0092,0.0557,4.4174,0.0465,0.0381,0.0001,0.0110,116,116,100.00
A2010185,2010-07-04,MYD17A2H,PsnNet_500m,0.0052,0.0668,4.7673,0.0616,0.0429,0.0002,0.0141,116,111,95.69
A2010193,2010-07-12,MYD17A2H,PsnNet_500m,0.0071,0.0455,2.1665,0.0384,0.0246,0.0001,0.0106,116,88,75.86
A2010201,2010-07-20,MYD17A2H,PsnNet_500m,0.0035,0.0404,3.2587,0.0369,0.0294,0.0001,0.0079,116,111,95.69
A2010209,2010-07-28,MYD17A2H,PsnNet_500m,0.0280,0.0474,4.3850,0.0194,0.0378,0.0000,0.0048,116,116,100.00
A2010217,2010-08-05,MYD17A2H,PsnNet_500m,0.0052,0.0284,2.2607,0.0232,0.0195,0.0000,0.0052,116,116,100.00
