MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010009,2010-01-09,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010017,2010-01-17,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010025,2010-01-25,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010033,2010-02-02,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010041,2010-02-10,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010049,2010-02-18,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010057,2010-02-26,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010065,2010-03-06,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010073,2010-03-14,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010081,2010-03-22,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010089,2010-03-30,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010097,2010-04-07,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010105,2010-04-15,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010113,2010-04-23,MOD17A2H,Gpp_500m,0.0018,0.0131,0.7188,0.0113,0.0045,0.0000,0.0023,160,160,100.00
A2010121,2010-05-01,MOD17A2H,Gpp_500m,0.0028,0.0054,0.7082,0.0026,0.0044,0.0000,0.0004,160,160,100.00
A2010129,2010-05-09,MOD17A2H,Gpp_500m,0.0044,0.0137,0.9595,0.0093,0.0060,0.0000,0.0012,160,160,100.00
A2010137,2010-05-17,MOD17A2H,Gpp_500m,0.0109,0.0174,2.1324,0.0065,0.0133,0.0000,0.0011,160,160,100.00
A2010145,2010-05-25,MOD17A2H,Gpp_500m,0.0232,0.0489,5.3134,0.0257,0.0332,0.0000,0.0044,160,160,100.00
A2010153,2010-06-02,MOD17A2H,Gpp_500m,0.0279,0.0529,5.4766,0.0250,0.0342,0.0000,0.0040,160,160,100.00
A2010161,2010-06-10,MOD17A2H,Gpp_500m,0.0329,0.0608,7.0527,0.0279,0.0441,0.0000,0.0049,160,160,100.00
A2010169,2010-06-18,MOD17A2H,Gpp_500m,0.0350,0.0619,6.8018,0.0269,0.0425,0.0000,0.0044,160,160,100.00
A2010177,2010-06-26,MOD17A2H,Gpp_500m,0.0070,0.0783,5.9021,0.0713,0.0376,0.0001,0.0088,160,157,98.12
A2010185,2010-07-04,MOD17A2H,Gpp_500m,0.0409,0.0783,7.7647,0.0374,0.0485,0.0000,0.0058,160,160,100.00
A2010193,2010-07-12,MOD17A2H,Gpp_500m,0.0162,0.0514,5.2493,0.0352,0.0328,0.0000,0.0060,160,160,100.00
A2010201,2010-07-20,MOD17A2H,Gpp_500m,0.0032,0.0383,4.3664,0.0351,0.0273,0.0000,0.0037,160,160,100.00
A2010209,2010-07-28,MOD17A2H,Gpp_500m,0.0322,0.0544,6.1159,0.0222,0.0382,0.0000,0.0033,160,160,100.00
A2010217,2010-08-05,MOD17A2H,Gpp_500m,0.0245,0.0378,4.7189,0.0133,0.0295,0.0000,0.0022,160,160,100.00
A2010225,2010-08-13,MOD17A2H,Gpp_500m,0.0254,0.0370,4.8023,0.0116,0.0300,0.0000,0.0024,160,160,100.00
A2010233,2010-08-21,MOD17A2H,Gpp_500m,0.0020,0.0218,1.5004,0.0198,0.0096,0.0000,0.0047,160,156,97.50
A2010241,2010-08-29,MOD17A2H,Gpp_500m,0.0062,0.0160,1.9721,0.0098,0.0123,0.0000,0.0022,160,160,100.00
A2010249,2010-09-06,MOD17A2H,Gpp_500m,0.0077,0.0125,1.6331,0.0048,0.0102,0.0000,0.0009,160,160,100.00
A2010257,2010-09-14,MOD17A2H,Gpp_500m,0.0033,0.0059,0.7352,0.0026,0.0046,0.0000,0.0006,160,160,100.00
A2010265,2010-09-22,MOD17A2H,Gpp_500m,0.0002,0.0006,0.0159,0.0004,0.0002,0.0000,0.0001,160,66,41.25
A2010273,2010-09-30,MOD17A2H,Gpp_500m,0.0003,0.0003,0.0030,0.0000,0.0003,0.0000,0.0000,160,10,6.25
A2010281,2010-10-08,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010289,2010-10-16,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010297,2010-10-24,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010305,2010-11-01,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010313,2010-11-09,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010321,2010-11-17,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010329,2010-11-25,MOD17A2H,Gpp_500m,,,,,,,,160,0,0.00
