MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MOD17A2H,Gpp_500m,,,,,,,,124,0,0.00
A2010009,2010-01-09,MOD17A2H,Gpp_500m,,,,,,,,124,0,0.00
A2010017,2010-01-17,MOD17A2H,Gpp_500m,,,,,,,,124,0,0.00
A2010025,2010-01-25,MOD17A2H,Gpp_500m,,,,,,,,124,0,0.00
A2010033,2010-02-02,MOD17A2H,Gpp_500m,,,,,,,,124,0,0.00
A2010041,2010-02-10,MOD17A2H,Gpp_500m,,,,,,,,124,0,0.00
A2010049,2010-02-18,MOD17A2H,Gpp_500m,,,,,,,,124,0,0.00
A2010057,2010-02-26,MOD17A2H,Gpp_500m,,,,,,,,124,0,0.00
A2010065,2010-03-06,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124,15,12.10
A2010073,2010-03-14,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124,51,41.13
A2010081,2010-03-22,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124,50,40.32
A2010089,2010-03-30,MOD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124,37,29.84
A2010097,2010-04-07,MOD17A2H,Gpp_500m,0.0001,0.0001,0.0032,0.0000,0.0001,0.0000,0.0000,124,32,25.81
A2010105,2010-04-15,MOD17A2H,Gpp_500m,0.0007,0.0009,0.0779,0.0002,0.0008,0.0000,0.0001,124,93,75.00
A2010113,2010-04-23,MOD17A2H,Gpp_500m,0.0026,0.0107,0.5512,0.0081,0.0044,0.0000,0.0012,124,124,100.00
A2010121,2010-05-01,MOD17A2H,Gpp_500m,0.0038,0.0084,0.7309,0.0046,0.0059,0.0000,0.0011,124,124,100.00
