MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MYD17A2H,PsnNet_500m,,,,,,,,136,0,0.00
A2010009,2010-01-09,MYD17A2H,PsnNet_500m,,,,,,,,136,0,0.00
A2010017,2010-01-17,MYD17A2H,PsnNet_500m,,,,,,,,136,0,0.00
A2010025,2010-01-25,MYD17A2H,PsnNet_500m,,,,,,,,136,0,0.00
A2010033,2010-02-02,MYD17A2H,PsnNet_500m,,,,,,,,136,0,0.00
A2010041,2010-02-10,MYD17A2H,PsnNet_500m,,,,,,,,136,0,0.00
A2010049,2010-02-18,MYD17A2H,PsnNet_500m,,,,,,,,136,0,0.00
A2010057,2010-02-26,MYD17A2H,PsnNet_500m,,,,,,,,136,0,0.00
A2010065,2010-03-06,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136,27,19.85
A2010073,2010-03-14,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136,32,23.53
A2010081,2010-03-22,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136,35,25.74
A2010089,2010-03-30,MYD17A2H,PsnNet_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136,63,46.32
A2010097,2010-04-07,MYD17A2H,PsnNet_500m,0.0001,0.0001,0.0023,0.0000,0.0001,0.0000,0.0000,136,23,16.91
A2010105,2010-04-15,MYD17A2H,PsnNet_500m,0.0007,0.0007,0.0280,0.0000,0.0007,0.0000,0.0000,136,40,29.41
A2010113,2010-04-23,MYD17A2H,PsnNet_500m,0.0018,0.0103,0.6060,0.0085,0.0045,0.0000,0.0016,136,136,100.00
A2010121,2010-05-01,MYD17A2H,PsnNet_500m,0.0024,0.0074,0.7259,0.0050,0.0053,0.0000,0.0010,136,136,100.00
A2010129,2010-05-09,MYD17A2H,PsnNet_500m,0.0020,0.0102,0.8867,0.0082,0.0065,0.0000,0.0023,136,136,100.00
A2010137,2010-05-17,MYD17A2H,PsnNet_500m,0.0116,0.0212,2.1990,0.0096,0.0162,0.0000,0.0019,136,136,100.00
A2010145,2010-05-25,MYD17A2H,PsnNet_500m,0.0247,0.0412,4.7924,0.0165,0.0352,0.0000,0.0026,136,136,100.00
A2010153,2010-06-02,MYD17A2H,PsnNet_500m,0.0244,0.0456,4.7080,0.0212,0.0346,0.0000,0.0032,136,136,100.00
A2010161,2010-06-10,MYD17A2H,PsnNet_500m,0.0276,0.0518,5.7331,0.0242,0.0422,0.0000,0.0041,136,136,100.00
A2010169,2010-06-18,MYD17A2H,PsnNet_500m,0.0039,0.0561,5.3821,0.0522,0.0396,0.0001,0.0078,136,136,100.00
A2010177,2010-06-26,MYD17A2H,PsnNet_500m,0.0092,0.0549,4.6612,0.0457,0.0350,0.0001,0.0102,136,133,97.79
A2010185,2010-07-04,MYD17A2H,PsnNet_500m,0.0052,0.0616,5.9387,0.0564,0.0471,0.0002,0.0130,136,126,92.65
A2010193,2010-07-12,MYD17A2H,PsnNet_500m,0.0035,0.0438,2.7647,0.0403,0.0240,0.0002,0.0125,136,115,84.56
A2010201,2010-07-20,MYD17A2H,PsnNet_500m,0.0093,0.0424,3.9404,0.0331,0.0294,0.0000,0.0070,136,134,98.53
A2010209,2010-07-28,MYD17A2H,PsnNet_500m,0.0211,0.0486,4.8915,0.0275,0.0360,0.0000,0.0049,136,136,100.00
A2010217,2010-08-05,MYD17A2H,PsnNet_500m,0.0046,0.0302,2.6862,0.0256,0.0199,0.0000,0.0040,136,135,99.26
A2010225,2010-08-13,MYD17A2H,PsnNet_500m,0.0181,0.0399,3.7698,0.0218,0.0277,0.0000,0.0032,136,136,100.00
A2010233,2010-08-21,MYD17A2H,PsnNet_500m,0.0021,0.0191,1.3502,0.0170,0.0106,0.0000,0.0048,136,127,93.38
A2010241,2010-08-29,MYD17A2H,PsnNet_500m,0.0084,0.0147,1.5278,0.0063,0.0112,0.0000,0.0014,136,136,100.00
A2010249,2010-09-06,MYD17A2H,PsnNet_500m,0.0058,0.0156,1.2788,0.0098,0.0094,0.0000,0.0024,136,136,100.00
