MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2010001,2010-01-01,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010009,2010-01-09,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010017,2010-01-17,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010025,2010-01-25,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010033,2010-02-02,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010041,2010-02-10,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010049,2010-02-18,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010057,2010-02-26,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010065,2010-03-06,MYD17A2H,Gpp_500m,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,160,1,0.62
A2010073,2010-03-14,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010081,2010-03-22,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010089,2010-03-30,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010097,2010-04-07,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010105,2010-04-15,MYD17A2H,Gpp_500m,,,,,,,,160,0,0.00
A2010113,2010-04-23,MYD17A2H,Gpp_500m,0.0018,0.0128,0.6786,0.0110,0.0042,0.0000,0.0026,160,160,100.00
A2010121,2010-05-01,MYD17A2H,Gpp_500m,0.0036,0.0053,0.7199,0.0017,0.0045,0.0000,0.0004,160,160,100.00
A2010129,2010-05-09,MYD17A2H,Gpp_500m,0.0024,0.0076,0.9749,0.0052,0.0061,0.0000,0.0011,160,160,100.00
A2010137,2010-05-17,MYD17A2H,Gpp_500m,0.0120,0.0188,2.2797,0.0068,0.0142,0.0000,0.0011,160,160,100.00
A2010145,2010-05-25,MYD17A2H,Gpp_500m,0.0219,0.0402,4.6074,0.0183,0.0288,0.0000,0.0039,160,160,100.00
A2010153,2010-06-02,MYD17A2H,Gpp_500m,0.0274,0.0566,5.6584,0.0292,0.0354,0.0000,0.0043,160,160,100.00
