MYD17A2H.A2010001.h12v02.006.2015198133845.Psn_QC_500m,MYD17A2H,A2010001,Lat66.02545Lon-137.2459333Samp13Line13,2015198133845,Psn_QC_500m,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MYD17A2H.A2010009.h12v02.006.2015198141940.Psn_QC_500m,MYD17A2H,A2010009,Lat66.02545Lon-137.2459333Samp13Line13,2015198141940,Psn_QC_500m,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MYD17A2H.A2010017.h12v02.006.2015198224111.Psn_QC_500m,MYD17A2H,A2010017,Lat66.02545Lon-137.2459333Samp13Line13,2015198224111,Psn_QC_500m,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,83,83,83,67,67,67,67,67,83,83,83,67,83,83,83,83,83,67,83,67,67,67,67,67,67,67,83,83,83,83,83,75,67,67,67,67,67,83,83,83,83,67,67,67,67,67,83,83,83,83,83,67,67,67,67,67,67,83,83,83,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
MYD17A2H.A2010025.h12v02.006.2015199005415.Psn_QC_500m,MYD17A2H,A2010025,Lat66.02545Lon-137.2459333Samp13Line13,2015199005415,Psn_QC_500m,67,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,75,75
MYD17A2H.A2010033.h12v02.006.2015199155926.Psn_QC_500m,MYD17A2H,A2010033,Lat66.02545Lon-137.2459333Samp13Line13,2015199155926,Psn_QC_500m,67,67,75,75,67,75,75,75,75,75,75,75,67,75,75,75,75,75,75,75,67,67,75,67,67,67,75,75,75,75,75,75,75,67,67,67,67,67,67,75,75,75,67,67,67,67,67,67,75,67,67,67,75,67,67,75,75,75,75,75,67,67,67,67,67,75,75,75,75,75,75,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,67,67,67,75,67,75,67,67,67,75,75,75,67,67,67,75,75,75,75,75,67,75,75,75,67,67,67,75,75,75,75,75,75,75,75,67,67,67,75,75,67,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,67
MYD17A2H.A2010041.h12v02.006.2015199163511.Psn_QC_500m,MYD17A2H,A2010041,Lat66.02545Lon-137.2459333Samp13Line13,2015199163511,Psn_QC_500m,75,75,75,67,67,67,67,75,75,67,67,75,75,67,67,67,67,67,67,67,67,67,67,67,75,75,67,67,67,75,75,75,75,75,75,67,67,67,75,75,75,67,67,67,67,67,67,67,67,67,75,75,67,67,67,75,75,75,75,75,75,75,75,67,67,75,75,75,75,75,75,75,75,75,75,75,67,67,75,67,67,67,67,67,75,67,75,75,75,67,67,75,75,75,75,67,75,75,75,67,67,75,75,75,75,75,75,75,67,67,67,75,75,75,67,67,67,75,75,75,75,75,75,67,67,67,75,75,75,67,75,75,75,75,75,75,75,75,75,75,75,67,67,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,67
MYD17A2H.A2010049.h12v02.006.2015199170311.Psn_QC_500m,MYD17A2H,A2010049,Lat66.02545Lon-137.2459333Samp13Line13,2015199170311,Psn_QC_500m,67,67,67,75,75,75,67,75,75,67,67,67,67,67,67,67,67,75,67,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,75,75,67,67,67,67,75,67,67,67,67,67,67,67,75,67,67,67,75,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,75,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,75,67,67,67,75,75,75,67,75,75,67,67,67,67,67,67,67
MYD17A2H.A2010057.h12v02.006.2015199172429.Psn_QC_500m,MYD17A2H,A2010057,Lat66.02545Lon-137.2459333Samp13Line13,2015199172429,Psn_QC_500m,67,67,67,67,67,75,75,75,75,75,67,67,67,75,75,75,75,75,75,75,75,67,75,75,67,67,75,75,75,67,67,75,67,75,67,67,67,67,67,67,75,67,75,67,75,75,67,67,67,67,67,67,75,75,75,75,75,67,67,67,67,67,67,67,67,67,75,75,67,67,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,67,67,67,67,67,67,75,75,75,75,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,75,75,75,67,67,75,75,67,67,67,67,75,75,75,67,67,67,67,67,67,67,67,75,67,67,67,67,67,67,75,67,67,75,75,75,67,67,75,75,75,75,67,67,67,67,67,67,67,67
MYD17A2H.A2010065.h12v02.006.2015199174241.Psn_QC_500m,MYD17A2H,A2010065,Lat66.02545Lon-137.2459333Samp13Line13,2015199174241,Psn_QC_500m,75,75,67,67,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,2,75,75,75,75,75,75,67,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
MYD17A2H.A2010073.h12v02.006.2015209031641.Psn_QC_500m,MYD17A2H,A2010073,Lat66.02545Lon-137.2459333Samp13Line13,2015209031641,Psn_QC_500m,107,107,107,107,107,107,107,107,107,99,99,99,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,99,107,107,107,107,107,107,107,107,107,107,107,107,107,107,99,107,99,99,99,99,99,99,107,99,107,107,107,99,107,107,107,107,107,107,107,107,107,107,107,107,107,99,99,99,99,107,107,107,107,107,107,107,107,99,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,99,99,107,107,107,107,107,107,107,99,107,99,99,107,107,107,107,107,107,107,107,107,107,107,107,107,99,107,107,107,107,107,99,99,99,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,99
